区域,省份,编码,燃油类型,车型,车长,适用范围,计价方式,计费模式,阶梯起始,阶梯结束,费率,起步价,保底价,封顶价
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按公里,累加,30,50,3.5,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,厢式车,4.2,锦州取派部,按公里,累加,100,200,2.0,0,150.0,440.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按重量,累加,0,10,0.5,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按公里,累加,30,50,2.4,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,厢式车,4.2,锦州取派部,按重量,累加,50,100,0.13,0,150.0,440.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按重量,累加,50,100,0.15,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按重量,累加,100,9999,0.12,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按重量,累加,50,100,0.13,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按公里,累加,200,300,0.85,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按公里,累加,50,100,8.2,0,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按重量,累加,50,100,0.15,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按公里,累加,100,200,7.0,0,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,厢式车,4.2,锦州取派部,按公里,累加,20,30,3.8,0,150.0,440.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按重量,累加,30,50,0.2,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,300,500,0.73,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按公里,累加,10,20,2.5,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,厢式车,4.2,锦州取派部,按公里,累加,0,10,150.0,150,150.0,440.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按公里,累加,30,50,2.5,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按重量,累加,10,30,0.28,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,100,200,1.4,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按公里,累加,300,500,0.75,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,300,500,0.75,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按公里,累加,30,50,2.0,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按公里,累加,200,300,0.8,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按重量,累加,0,10,0.48,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按重量,累加,0,10,0.48,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按重量,累加,10,30,0.25,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按公里,累加,100,200,2.4,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按公里,累加,20,30,3.9,0,160.0,540.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按重量,累加,30,50,0.18,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按重量,累加,50,100,0.13,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,厢式车,4.2,锦州取派部,按公里,累加,300,500,0.73,0,150.0,440.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按公里,累加,0,10,760.0,760,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,1.8,锦州取派部,按公里,累加,10,20,2.9,0,70.0,220.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按重量,累加,0,10,0.5,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,平板车,4.2,锦州取派部,按公里,累加,100,200,2.4,0,160.0,800.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按公里,累加,100,200,1.4,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按公里,累加,20,30,2.3,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,0,10,80.0,80,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按公里,累加,10,20,8.5,0,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按公里,累加,20,30,3.9,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按公里,累加,10,20,4.2,0,160.0,540.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,平板车,4.2,锦州取派部,按公里,累加,200,300,0.85,0,160.0,800.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按重量,累加,50,100,0.15,0,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按公里,累加,50,100,2.0,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按重量,累加,100,9999,0.12,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按公里,累加,0,10,80.0,80,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,平板车,4.2,锦州取派部,按公里,累加,30,50,3.5,0,160.0,800.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,50,100,2.0,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按重量,累加,30,50,0.2,0,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按重量,累加,30,50,0.18,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,10,20,2.9,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,50,100,1.9,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按重量,累加,10,30,0.3,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按公里,累加,50,100,2.0,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按重量,累加,10,30,0.28,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按公里,累加,30,50,3.5,0,160.0,540.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,200,300,0.85,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按公里,累加,300,500,0.75,0,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,1.8,锦州取派部,按公里,累加,0,10,70.0,70,70.0,220.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按公里,累加,300,500,0.75,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按重量,累加,50,100,0.15,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按重量,累加,0,10,0.48,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按重量,累加,100,9999,0.14,0,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按公里,累加,100,200,1.0,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按公里,累加,50,100,1.8,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按公里,累加,20,30,3.9,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按公里,累加,0,10,150.0,150,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按公里,累加,300,500,0.75,0,160.0,540.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,2.7,锦州取派部,按公里,累加,30,50,2.5,0,80.0,300.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按公里,累加,100,200,2.4,0,160.0,540.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按公里,累加,10,20,3.0,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,10,20,3.0,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按公里,累加,20,30,2.8,0,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,200,300,0.8,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,100,200,1.0,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,平板车,4.2,锦州取派部,按公里,累加,0,10,160.0,160,160.0,800.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,3.2,锦州取派部,按公里,累加,0,10,80.0,80,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按公里,累加,10,20,4.2,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按公里,累加,300,500,0.75,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,3.2,锦州取派部,按公里,累加,20,30,2.3,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,面包车,1.8,锦州取派部,按公里,累加,20,30,2.8,0,80.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按公里,累加,10,20,4.2,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,面包车,2.7,锦州取派部,按公里,累加,20,30,2.7,0,70.0,260.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按重量,累加,100,9999,0.85,0,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,4.2,锦州取派部,按公里,累加,50,100,2.8,0,150.0,450.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,平板车,4.2,锦州取派部,按公里,累加,300,500,0.75,0,160.0,800.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,9.6,锦州取派部,按公里,累加,20,30,8.5,0,760.0,960.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,4.2,锦州取派部,按重量,累加,50,100,0.15,0,160.0,560.0
津冀辽取派中心,辽宁分区,HT-202601-1379,电动,低栏车,3.2,锦州取派部,按公里,累加,100,200,1.0,0,70.0,280.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,厢式车,4.2,锦州取派部,按公里,累加,30,50,3.5,0,160.0,510.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,低栏车,3.2,锦州取派部,按公里,累加,0,10,80.0,80,80.0,310.0
津冀辽取派中心,辽宁分区,HT-202601-1379,燃油,高栏车,4.2,锦州取派部,按重量,累加,0,10,0.5,0,160.0,540.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按重量,匹配,0,10,26.0,26,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,100,300,100.0,100,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按重量,匹配,300,500,130.0,130,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按重量,匹配,50,100,82.0,82,140.0,750.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按重量,匹配,100,300,90.0,90,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按重量,匹配,10,20,34.0,34,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,0,10,30.0,30,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按公里,累加,0,20,120.0,120,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按重量,匹配,500,9999,0.33,0,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按公里,累加,20,50,3.8,0,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按重量,匹配,10,20,36.0,36,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按重量,匹配,300,500,120.0,120,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,50,100,72.0,72,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按重量,匹配,300,500,156.0,156,140.0,750.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,10,20,42.0,42,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按公里,累加,50,9999,3.3,0,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按重量,匹配,50,100,66.0,66,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按公里,累加,0,20,70.0,70,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按公里,累加,0,20,60.0,60,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,300,500,144.0,144,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按公里,累加,20,50,2.8,0,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按重量,匹配,500,9999,0.38,0,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,电动,厢式车,4.2,沙溪片区,按公里,累加,50,9999,3.6,0,125.0,700.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按公里,累加,50,9999,4.0,0,140.0,750.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按重量,匹配,10,20,46.0,46,140.0,750.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,面包车,2.7,沙溪片区,按公里,累加,20,50,3.5,0,73.0,450.0
中珠江取派中心,中山分区,HT-202608-1444,电动,面包车,2.7,沙溪片区,按重量,匹配,500,9999,0.3,0,63.0,375.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按公里,累加,20,50,4.3,0,140.0,750.0
中珠江取派中心,中山分区,HT-202608-1444,燃油,厢式车,4.2,沙溪片区,按重量,匹配,20,50,54.0,54,140.0,750.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按公里,累加,100,9999,2.0,0,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按公里,累加,100,9999,2.8,0,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按重量,累加,50,100,0.35,0,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按重量,累加,10,50,0.5,0,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按重量,累加,10,50,0.5,0,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按公里,累加,30,100,3.0,0,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按重量,累加,0,10,8.0,8,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按重量,累加,0,10,9.0,9,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按公里,累加,0,30,43.0,43,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按重量,累加,100,9999,0.2,0,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按公里,累加,30,100,2.3,0,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,燃油,厢式车,4.2,新宜取派部,按公里,累加,0,30,120.0,120,125.0,445.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按重量,累加,100,9999,0.18,0,45.0,270.0
华中取派中心,赣州分区,HT-202508-0500,电动,面包车,2.7,新宜取派部,按重量,累加,50,100,0.3,0,45.0,270.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,7.6,新宜取派部,按公里,累加,30,50,4.0,0,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,4.2,新宜取派部,按公里,累加,30,50,3.5,0,100.0,500.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,4.2,新宜取派部,按公里,累加,200,9999,2.9,0,100.0,500.0
华中取派中心,赣州分区,HT-202608-0603,电动,面包车,3.2,新宜取派部,按重量,累加,200,9999,0.3,0,45.0,380.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,7.6,新宜取派部,按公里,累加,50,100,3.9,0,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,电动,面包车,3.2,新宜取派部,按重量,累加,0,30,29.0,29,45.0,380.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,9.6,新宜取派部,按公里,累加,0,30,150.0,150,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,9.6,新宜取派部,按公里,累加,50,100,3.9,0,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,电动,面包车,2.7,新宜取派部,按公里,累加,100,200,2.0,0,45.0,380.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,9.6,新宜取派部,按公里,累加,100,200,3.8,0,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,6.8,新宜取派部,按重量,累加,0,30,150.0,150,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,4.2,新宜取派部,按公里,累加,50,100,3.3,0,100.0,500.0
华中取派中心,赣州分区,HT-202608-0603,电动,面包车,2.7,新宜取派部,按重量,累加,200,9999,0.3,0,45.0,380.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,7.6,新宜取派部,按重量,累加,100,200,0.4,0,150.0,1000.0
华中取派中心,赣州分区,HT-202608-0603,燃油,厢式车,6.8,新宜取派部,按公里,累加,0,30,150.0,150,150.0,1000.0
